iter	RMSE
1529	0.5629356043
1530	0.5629073261
1531	0.5628726421
1532	0.5628500161
1533	0.5628265859
1534	0.5627994467
1535	0.5627675429
1536	0.5627343256
1537	0.5627102618
1538	0.5626838992
1539	0.5626614133
1540	0.5626417128
1541	0.5626131048
1542	0.5625913771
1543	0.5625629858
1544	0.5625408335
1545	0.5625211986
1546	0.5625015746
1547	0.5624767775
1548	0.5624400367
1549	0.5624164023
1550	0.5623891946
1551	0.5623658409
1552	0.5623455238
1553	0.5623282622
1554	0.5622888601
1555	0.5622553186
1556	0.5622302568
1557	0.5622078461
1558	0.5621869659
1559	0.5621488251
1560	0.5621294253
1561	0.5621010636
1562	0.5620737153
1563	0.5620520292
1564	0.5620201206
1565	0.5619860686
1566	0.5619495956
1567	0.5619187569
1568	0.5618912219
1569	0.5618514281
1570	0.5618089187
1571	0.561783002
1572	0.5617598137
1573	0.5617399152
1574	0.5617214643
1575	0.5616978183
1576	0.5616764983
1577	0.5616510718
1578	0.5616195941
1579	0.561598892
1580	0.5615775272
1581	0.5615543869
1582	0.5615322499
1583	0.5614990751
1584	0.5614766378
1585	0.5614431821
1586	0.5614160545
1587	0.5613921484
1588	0.5613730755
1589	0.5613487475
1590	0.5613221686
1591	0.5613031899
1592	0.5612751972
1593	0.561253952
1594	0.5612176613
1595	0.5611958665
1596	0.5611720884
1597	0.5611477355
1598	0.5611159223
1599	0.5610912065
1600	0.5610620063
1601	0.5610404995
1602	0.5610123938
1603	0.5609908634
1604	0.5609693217
1605	0.5609432378
1606	0.5609055247
1607	0.5608827753
1608	0.5608505985
1609	0.5608265378
1610	0.5608047788
1611	0.5607840924
1612	0.5607528855
1613	0.5607307416
1614	0.560702589
1615	0.560672499
1616	0.5606490125
1617	0.5606302649
1618	0.5606107954
1619	0.560583809
1620	0.5605639185
1621	0.560540251
1622	0.5605199504
1623	0.560491039
1624	0.5604723562
1625	0.560454798
1626	0.5604297101
1627	0.5604049025
1628	0.5603763419
1629	0.5603381392
1630	0.5603193458
1631	0.5602968032
1632	0.5602824457
1633	0.5602499529
1634	0.5602277058
1635	0.560201061
1636	0.5601795127
1637	0.5601553434
1638	0.560134531
1639	0.5601191077
1640	0.5600975224
1641	0.560078648
1642	0.5600623933
1643	0.560038547
1644	0.5600053362
1645	0.5599769221
1646	0.5599565788
1647	0.5599372336
1648	0.5599082824
1649	0.5598901095
1650	0.5598698858
1651	0.5598453251
1652	0.5598190893
1653	0.5597901816
1654	0.5597622609
1655	0.5597419119
1656	0.5597250859
1657	0.5597033779
1658	0.5596829413
1659	0.5596680691
1660	0.5596478771
1661	0.559622337
1662	0.559598038
1663	0.5595750864
1664	0.5595567024
1665	0.559535688
1666	0.5595054124
1667	0.5594895917
1668	0.5594664663
1669	0.5594449052
1670	0.5594075927
1671	0.5593874592
1672	0.5593574591
1673	0.559334676
1674	0.5593183054
1675	0.5593027512
1676	0.5592822519
1677	0.5592536444
1678	0.5592303116
1679	0.5592089966
1680	0.5591817884
1681	0.5591601904
1682	0.5591436312
1683	0.559122512
1684	0.5590980827
1685	0.5590796494
1686	0.55905445
1687	0.5590285388
1688	0.559005424
1689	0.5589772306
1690	0.5589479836
1691	0.558926391
1692	0.5589003349
1693	0.5588842991
1694	0.5588521845
1695	0.558828138
1696	0.5588069858
1697	0.5587791523
1698	0.5587586359
1699	0.5587342264
1700	0.558715308
1701	0.558695405
1702	0.558669309
1703	0.5586525025
1704	0.5586326385
1705	0.5586116295
1706	0.5585961133
1707	0.5585735481
1708	0.5585473797
1709	0.5585265908
1710	0.5585064686
1711	0.5584826277
1712	0.5584626185
1713	0.5584416945
1714	0.5584075135
1715	0.5583886879
1716	0.5583686993
1717	0.5583518971
1718	0.5583273038
1719	0.5583131109
1720	0.5582953279
1721	0.5582770784
1722	0.5582620458
1723	0.5582461598
1724	0.5582265526
1725	0.5582054446
1726	0.5581884326
1727	0.5581614147
1728	0.5581412074
1729	0.5581225319
1730	0.5580945191
1731	0.5580743385
1732	0.5580545958
1733	0.5580273972
1734	0.5580066893
1735	0.5579900836
1736	0.5579710016
1737	0.5579524407
1738	0.5579297405
1739	0.5579074957
1740	0.5578809744
1741	0.557859419
1742	0.557845482
1743	0.5578164355
1744	0.5577956564
1745	0.5577700085
1746	0.5577395514
1747	0.557719596
1748	0.5577013669
1749	0.5576756
1750	0.5576548107
1751	0.5576288957
1752	0.5575998563
1753	0.5575732694
1754	0.5575460566
1755	0.5575276769
1756	0.5575000216
1757	0.5574752302
1758	0.5574502193
1759	0.5574324019
1760	0.5574159625
1761	0.5573910341
1762	0.5573698579
1763	0.5573539889
1764	0.5573257852
1765	0.5573046139
1766	0.5572858592
1767	0.5572659296
1768	0.5572414785
1769	0.5572204336
1770	0.5572029791
1771	0.5571840165
1772	0.5571660338
1773	0.5571523126
1774	0.5571312554
1775	0.5571143939
1776	0.5570982581
1777	0.5570693379
1778	0.5570444796
1779	0.5570215252
1780	0.5570000941
1781	0.5569755151
1782	0.5569530011
1783	0.5569356375
1784	0.5569096097
1785	0.5568934876
1786	0.5568691937
1787	0.5568523266
1788	0.5568362767
1789	0.5568098357
1790	0.5567865438
1791	0.5567709379
1792	0.5567536684
1793	0.5567299106
1794	0.5567065287
1795	0.5566841028
1796	0.5566617572
1797	0.5566436923
1798	0.5566181873
1799	0.5565983045
1800	0.5565825735
1801	0.5565567982
1802	0.5565372922
1803	0.556506737
1804	0.5564885428
1805	0.5564669637
1806	0.5564484011
1807	0.5564263947
1808	0.5564093728
1809	0.5563923981
1810	0.5563789662
1811	0.5563588664
1812	0.5563428413
1813	0.556320437
1814	0.5563022149
1815	0.5562815407
1816	0.5562637937
1817	0.5562362203
1818	0.5562180637
1819	0.5561913544
1820	0.5561694653
1821	0.5561538715
1822	0.5561235608
1823	0.5560980357
1824	0.5560842357
1825	0.5560676498
1826	0.5560424464
1827	0.556014089
1828	0.5560008093
1829	0.5559767256
1830	0.5559503422
1831	0.5559342462
1832	0.5559167166
1833	0.5559003649
1834	0.5558852208
1835	0.5558705944
1836	0.555852704
1837	0.555829023
1838	0.5557986892
1839	0.5557746815
1840	0.5557573912
1841	0.5557385688
1842	0.555715374
1843	0.555684043
1844	0.5556542667
1845	0.5556340228
1846	0.5556115671
1847	0.5555876795
1848	0.5555654331
1849	0.5555433654
1850	0.5555211619
1851	0.5555043103
1852	0.5554896269
1853	0.5554763067
1854	0.5554614496
1855	0.5554381025
1856	0.555415605
1857	0.555390585
1858	0.5553672074
1859	0.555344981
1860	0.5553297268
1861	0.5553050204
1862	0.5552874006
1863	0.5552609724
1864	0.5552460347
1865	0.5552239516
1866	0.5551966819
1867	0.5551760299
1868	0.5551557512
1869	0.5551352704
1870	0.5551123077
1871	0.5550863496
1872	0.5550703009
1873	0.5550508575
1874	0.5550347698
1875	0.5550198658
1876	0.5549971337
1877	0.5549777449
1878	0.5549526068
1879	0.5549294276
1880	0.5549136755
1881	0.5548932534
1882	0.5548807626
1883	0.5548629165
1884	0.554837257
1885	0.5548232578
1886	0.5548093597
1887	0.5547908052
1888	0.5547720495
1889	0.5547479554
1890	0.5547240533
1891	0.5547131358
1892	0.5547034481
1893	0.5546814017
1894	0.5546582997
1895	0.5546413346
1896	0.5546245748
1897	0.5546101077
1898	0.554587084
1899	0.5545741812
1900	0.5545613855
1901	0.5545422766
1902	0.5545279361
1903	0.5545078196
1904	0.5544959622
1905	0.5544743891
1906	0.5544511616
1907	0.5544263426
1908	0.5544131975
1909	0.5543891822
1910	0.5543668891
1911	0.5543478975
1912	0.5543265319
1913	0.5543128759
1914	0.5542924497
1915	0.5542720403
1916	0.5542466898
1917	0.5542275663
1918	0.5542172667
1919	0.5542015696
1920	0.5541869602
1921	0.5541627162
1922	0.554145745
1923	0.5541311898
1924	0.5541099209
1925	0.554087109
1926	0.5540682566
1927	0.5540562196
1928	0.5540426029
1929	0.5540171327
1930	0.5540004842
1931	0.5539849
1932	0.5539652893
1933	0.5539408748
1934	0.5539176129
1935	0.5538972486
1936	0.5538736071
1937	0.5538582037
1938	0.553845433
1939	0.5538346537
1940	0.5538069568
1941	0.5537881523
1942	0.5537670207
1943	0.5537520474
1944	0.553735458
1945	0.5537148031
1946	0.553695701
1947	0.5536730783
1948	0.5536549336
1949	0.5536421814
1950	0.5536209028
1951	0.5535992644
1952	0.5535779791
1953	0.5535583899
1954	0.5535359482
1955	0.5535186788
1956	0.5535048422
1957	0.5534892055
1958	0.5534727394
1959	0.553450085
1960	0.5534353359
1961	0.5534093635
1962	0.5533836168
1963	0.5533707685
1964	0.5533555275
1965	0.5533359023
1966	0.5533162752
1967	0.5532998083
1968	0.5532812142
1969	0.5532637166
1970	0.5532461934
1971	0.5532311726
1972	0.5532100326
1973	0.5531893225
1974	0.5531659386
1975	0.5531486643
1976	0.5531295537
1977	0.5531147885
1978	0.5530998543
1979	0.5530875073
1980	0.5530708226
1981	0.5530516644
1982	0.5530327839
1983	0.5530131982
1984	0.5529937001
1985	0.5529765837
1986	0.552959995
1987	0.5529435906
1988	0.5529294312
1989	0.5529174872
1990	0.5529010112
1991	0.5528852468
1992	0.5528727932
1993	0.5528558099
1994	0.5528442076
1995	0.5528263823
1996	0.552810053
1997	0.5527843426
1998	0.5527590278
1999	0.5527458971
