number,value,datetime_start,datetime_complete,duration,params_attention_dropout,params_attention_heads,params_batch_size,params_embedding_size,params_ff_dropout,params_learning_rate,params_transformer_depth,state
148,inf,2025-10-16 22:08:12.429951,2025-10-16 22:08:12.432781,0 days 00:00:00.002830,0.28772737678339216,4,128,64,0.1772011636779625,0.007828352631025843,7,COMPLETE
149,inf,2025-10-16 22:08:12.433032,2025-10-16 22:08:12.435844,0 days 00:00:00.002812,0.16659154356038064,8,256,32,0.48459335233203354,0.001485117394574118,3,COMPLETE
150,inf,2025-10-16 22:08:12.436078,2025-10-16 22:08:12.439077,0 days 00:00:00.002999,0.04940568313838137,4,64,128,0.06761679554116183,0.00634565281399136,4,COMPLETE
151,inf,2025-10-16 22:08:12.439335,2025-10-16 22:08:12.442210,0 days 00:00:00.002875,0.13524457820990177,4,256,128,0.2679393859310437,0.002733861899695868,4,COMPLETE
152,inf,2025-10-16 22:08:12.442446,2025-10-16 22:08:12.445243,0 days 00:00:00.002797,0.10499456512397631,4,256,128,0.14169713273894968,0.003893995756253359,4,COMPLETE
153,inf,2025-10-16 22:08:12.445491,2025-10-16 22:08:12.448533,0 days 00:00:00.003042,0.11885026421060908,4,256,128,0.25336212025638766,0.0020507898412161136,4,COMPLETE
154,inf,2025-10-16 22:08:12.448785,2025-10-16 22:08:12.451594,0 days 00:00:00.002809,0.15366890735878344,4,256,128,0.2919942374657379,0.003124935502259376,3,COMPLETE
155,inf,2025-10-16 22:08:12.451822,2025-10-16 22:08:12.454837,0 days 00:00:00.003015,0.02095742070924153,2,512,16,0.3169388756732052,0.0012864504685705723,5,COMPLETE
156,inf,2025-10-16 22:08:12.455081,2025-10-16 22:08:12.458061,0 days 00:00:00.002980,0.15658994013451083,4,256,32,0.3848504401214599,4.1713060645918394e-05,8,COMPLETE
157,inf,2025-10-16 22:08:12.458306,2025-10-16 22:08:12.465124,0 days 00:00:00.006818,0.1257246524320545,16,128,128,0.03240635854895091,0.005301308731823174,2,COMPLETE
158,inf,2025-10-16 22:08:12.465913,2025-10-16 22:08:12.475180,0 days 00:00:00.009267,0.18143891231463527,4,256,64,0.15395885843294715,0.001676719366236217,4,COMPLETE
159,inf,2025-10-16 22:08:12.475527,2025-10-16 22:08:12.479454,0 days 00:00:00.003927,0.14170838728267082,8,512,128,0.21513938623420187,0.008686090663053527,7,COMPLETE
160,inf,2025-10-16 22:08:12.480517,2025-10-16 22:08:12.484520,0 days 00:00:00.004003,0.44708006373207215,4,256,32,0.3636141646595807,0.0010500785549693284,5,COMPLETE
161,inf,2025-10-16 22:08:12.484837,2025-10-16 22:08:12.487870,0 days 00:00:00.003033,0.23184341350887128,16,256,32,0.009875229791909768,0.0008608040510848462,7,COMPLETE
162,inf,2025-10-16 22:08:12.488200,2025-10-16 22:08:12.491405,0 days 00:00:00.003205,0.17262406380186848,16,256,32,0.024563224308375556,0.0007110874911679766,7,COMPLETE
163,inf,2025-10-16 22:08:12.491688,2025-10-16 22:08:12.494692,0 days 00:00:00.003004,0.21024944048209618,16,256,32,0.05078093471060885,5.44037018555484e-05,7,COMPLETE
164,inf,2025-10-16 22:08:12.495026,2025-10-16 22:08:12.498251,0 days 00:00:00.003225,0.3940196210383335,16,256,16,0.44422649234235045,0.007065540986048013,7,COMPLETE
165,inf,2025-10-16 22:08:12.498538,2025-10-16 22:08:12.501556,0 days 00:00:00.003018,0.18734151065274163,2,64,32,0.01898397444557326,0.0011723484727679627,6,COMPLETE
166,inf,2025-10-16 22:08:12.501806,2025-10-16 22:08:12.504821,0 days 00:00:00.003015,0.24597539636982613,16,256,128,0.09363205674711242,2.993171481791314e-05,8,COMPLETE
167,inf,2025-10-16 22:08:12.505077,2025-10-16 22:08:12.508442,0 days 00:00:00.003365,0.329639115826897,4,512,32,0.3509533559752187,0.0009266594921037387,6,COMPLETE
168,inf,2025-10-16 22:08:12.508727,2025-10-16 22:08:12.511724,0 days 00:00:00.002997,0.46850993699886345,4,128,16,0.458596347943364,0.0005433121874950191,2,COMPLETE
169,inf,2025-10-16 22:08:12.511968,2025-10-16 22:08:12.515120,0 days 00:00:00.003152,0.19836405930188267,8,256,64,0.3410289244206564,0.0003980735189032049,4,COMPLETE
170,inf,2025-10-16 22:08:12.515392,2025-10-16 22:08:12.518309,0 days 00:00:00.002917,0.2589335366579636,4,256,128,0.30006501553598525,0.00047802708658119177,5,COMPLETE
171,inf,2025-10-16 22:08:12.518553,2025-10-16 22:08:12.521638,0 days 00:00:00.003085,0.3020294349703974,8,64,64,0.22754836416542218,6.592041222639944e-05,3,COMPLETE
172,inf,2025-10-16 22:08:12.521895,2025-10-16 22:08:12.525003,0 days 00:00:00.003108,0.2885840035871377,8,64,64,0.20168910479731655,0.0001570646145803917,2,COMPLETE
173,inf,2025-10-16 22:08:12.525240,2025-10-16 22:08:12.528300,0 days 00:00:00.003060,0.35025859040959756,8,64,64,0.16374568076123042,0.00019858790412130483,3,COMPLETE
174,inf,2025-10-16 22:08:12.528550,2025-10-16 22:08:12.531685,0 days 00:00:00.003135,0.427091294129201,8,64,64,0.18722325790861127,0.0003320033474061327,4,COMPLETE
175,inf,2025-10-16 22:08:12.531966,2025-10-16 22:08:12.535009,0 days 00:00:00.003043,0.3131925953741556,2,64,32,0.006159853710514295,0.0002522404758528633,3,COMPLETE
176,inf,2025-10-16 22:08:12.535275,2025-10-16 22:08:12.538332,0 days 00:00:00.003057,0.3167008561047903,16,512,16,0.12040287689268434,0.0003016760990161331,8,COMPLETE
177,inf,2025-10-16 22:08:12.538722,2025-10-16 22:08:12.541886,0 days 00:00:00.003164,0.29434408990230054,4,256,128,0.0009141731158219199,0.00010222976257946213,7,COMPLETE
178,inf,2025-10-16 22:08:12.542174,2025-10-16 22:08:12.545167,0 days 00:00:00.002993,0.08163010503408097,8,128,32,0.24056915890560793,0.00013656946077137392,4,COMPLETE
179,inf,2025-10-16 22:08:12.545417,2025-10-16 22:08:12.548680,0 days 00:00:00.003263,0.3818085468788304,4,256,64,0.13849425729257495,1.0308558946625841e-05,6,COMPLETE
180,inf,2025-10-16 22:08:12.548933,2025-10-16 22:08:12.551913,0 days 00:00:00.002980,0.26747739855174374,4,64,128,0.10156258544038563,0.006020824310329759,2,COMPLETE
181,inf,2025-10-16 22:08:12.552137,2025-10-16 22:08:12.555374,0 days 00:00:00.003237,0.05678600880509335,2,128,32,0.10662809032316777,0.0035112164276476466,7,COMPLETE
182,inf,2025-10-16 22:08:12.555672,2025-10-16 22:08:12.558665,0 days 00:00:00.002993,0.06566809179149122,2,128,32,0.016870184733275163,0.004955799036648185,7,COMPLETE
183,inf,2025-10-16 22:08:12.558901,2025-10-16 22:08:12.562033,0 days 00:00:00.003132,0.10535050591801874,2,128,32,0.07049352850854762,0.004052394983719567,7,COMPLETE
184,inf,2025-10-16 22:08:12.562277,2025-10-16 22:08:12.565386,0 days 00:00:00.003109,0.08877300534710922,2,128,32,0.058065851064720474,0.002581810759452907,7,COMPLETE
185,inf,2025-10-16 22:08:12.565628,2025-10-16 22:08:12.568721,0 days 00:00:00.003093,0.07586016947693433,2,512,32,0.08859774891412037,0.00748626673945578,4,COMPLETE
186,inf,2025-10-16 22:08:12.568958,2025-10-16 22:08:12.572215,0 days 00:00:00.003257,0.4884268534636504,4,256,16,0.46730918188227316,0.0011010245615135472,5,COMPLETE
187,inf,2025-10-16 22:08:12.572472,2025-10-16 22:08:12.575703,0 days 00:00:00.003231,0.16493484937200212,16,256,128,0.3287897757684269,1.9033542686802132e-05,7,COMPLETE
188,inf,2025-10-16 22:08:12.575978,2025-10-16 22:08:12.579106,0 days 00:00:00.003128,0.22060235593488003,4,128,32,0.3727713028301823,0.008444175965694547,4,COMPLETE
189,inf,2025-10-16 22:08:12.579351,2025-10-16 22:08:12.584398,0 days 00:00:00.005047,0.13173352223801987,8,256,64,0.4290259195349577,0.0006006549612039667,8,COMPLETE
190,inf,2025-10-16 22:08:12.584747,2025-10-16 22:08:12.589500,0 days 00:00:00.004753,0.18233002875084567,4,512,128,0.030571193147028008,1.592770305522645e-05,6,COMPLETE
191,inf,2025-10-16 22:08:12.589798,2025-10-16 22:08:12.593283,0 days 00:00:00.003485,0.005307440459576346,4,256,128,0.21388148634251064,0.0031552871664075883,3,COMPLETE
192,inf,2025-10-16 22:08:12.593513,2025-10-16 22:08:12.597673,0 days 00:00:00.004160,0.031643958132518496,4,256,128,0.037794135084869354,0.0025929861765342514,3,COMPLETE
193,inf,2025-10-16 22:08:12.597979,2025-10-16 22:08:12.601395,0 days 00:00:00.003416,0.27692468772271706,4,256,128,0.18973809882855316,0.0021047305787514074,3,COMPLETE
194,inf,2025-10-16 22:08:12.601650,2025-10-16 22:08:12.605268,0 days 00:00:00.003618,0.1104909970261572,4,256,128,0.1728884196925275,0.004666547396907093,3,COMPLETE
195,inf,2025-10-16 22:08:12.605533,2025-10-16 22:08:12.609489,0 days 00:00:00.003956,0.15705565593738086,2,256,16,0.1235698630971497,0.0015898535865278053,2,COMPLETE
196,inf,2025-10-16 22:08:12.609731,2025-10-16 22:08:12.613785,0 days 00:00:00.004054,0.1922549121178203,4,64,32,0.14463004569947163,2.35529503108779e-05,3,COMPLETE
197,inf,2025-10-16 22:08:12.614039,2025-10-16 22:08:12.617088,0 days 00:00:00.003049,0.33752613930560105,16,256,128,0.35970881076870637,0.003756516294615746,5,COMPLETE
198,inf,2025-10-16 22:08:12.617316,2025-10-16 22:08:12.620546,0 days 00:00:00.003230,0.04408213380901699,4,128,32,0.20427777439128975,0.0028163285115422486,7,COMPLETE
199,inf,2025-10-16 22:08:12.620774,2025-10-16 22:08:12.624064,0 days 00:00:00.003290,0.408228903076184,8,256,64,0.22122453233436346,7.942516518597318e-05,6,COMPLETE
